FECHA,VENTANILLA,ETOTAL,EPASADA,EREGULACION,EGNCAMISEA,EGNMALACAS,EGNAGUAYTIA,EDIESEL,ERESIDUAL,EBAGAZO,EBIOGAS,ESOLAR,EEOLICO,DNORTE,DCENTRO,DEMSUR,PRESIONV,TEMPV,DISPGNV
43527.1875,179.50401,5382.72412,1027.69331,2981.21843,1291.21996,0,0,0,21.4,5.11702,9.5,0,46.5754,726.56905,3200.34587,1455.8092,4456.226,22.31,1450
43527.20833,178.24976,5330.82344,1004.52641,2975.02537,1267.52733,0,0,0,21.2,5.31,9.1,0,48.13433,717.21536,3177.38922,1436.21886,4447.982,22.06,1450
43527.22917,178.37738,5239.90647,1001.85273,2834.81334,1276.35582,0,0,4.08709,23.2,5.39,9.5,4.72823,79.97926,724.16714,3129.22376,1386.51557,4447.982,22.06,1450
43527.25,178.66912,4989.17836,957.0293,2588.6282,1219.17487,0,0,21.36919,24,5.395,9.5,45.75376,118.32804,709.22215,2883.29671,1396.6595,4447.276,21.98,1450
43527.27083,178.92584,4956.77162,952.61555,2487.32426,1232.66166,0,0,22.22524,24,5.51,9.5,113.81151,109.1234,680.61772,2921.03336,1355.12054,4447.276,21.98,1450
43527.29167,178.90362,4990.68394,896.93044,2493.23175,1236.88594,0,0,23.44695,24.2,5.835,9.5,170.23731,130.41655,643.52797,2980.47778,1366.67819,4433.614,22.3,1450
43527.3125,179.72192,5012.64605,895.46714,2486.49107,1252.3395,0,0,18.53254,23.9,5.525,9.5,192.96485,127.92595,686.1774,2967.22316,1359.24549,4433.614,22.3,1450
43527.33333,178.24351,5174.38959,928.52096,2639.4766,1260.41067,0,0,0,23.9,5.78,9.5,202.70583,104.09553,702.22473,3070.17118,1401.99368,4417.361,23.39,1450
43527.35417,180.63924,5261.11699,930.15069,2687.65578,1293.53705,0,0,0,24.2,5.825,9.35,209.75283,100.64564,727.30608,3110.02233,1423.78858,4417.361,23.39,1450
43527.375,178.61819,5404.70068,942.91191,2837.03174,1268.87173,0,0,0,23.8,6,8.25,215.59481,102.24049,716.7441,3259.24569,1428.71089,4420.423,23.9,1450
43527.39583,179.92934,5470.95315,950.05379,2918.36306,1238.0814,0,0,0,23.5,6.04,8.2,220.27345,106.44145,690.12231,3358.6538,1422.17704,4420.423,23.9,1450
